"","series","baker_first_name","baker_last_name","baker_age","baker_occupation","hometown","episode","technical","result","signature_bake","show_stopper"
"594",6,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire",6,NA,NA,NA,NA
"595",6,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire",6,NA,NA,NA,NA
"596",6,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire",6,NA,NA,NA,NA
"597",6,"Stu","Henshall",35,"Professional musician","Guildford, Surrey",6,NA,NA,NA,NA
"598",6,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania",6,NA,NA,NA,NA
"599",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross",7,4,"IN","Game Pie with Shallot and Apple Chutney","Raspberry, Pomegranate and Champagne Charlotte Russe"
"600",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire",7,5,"IN","Roadkill Pie","Victoria's Crown Charlotte Russe"
"601",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton",7,1,"IN","Aromatic Raised Game Pie","Mango and Raspberry Charlotte Russe"
"602",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales",7,2,"IN","Not a Boaring Pie","Charlotte Rose"
"603",6,"Mat","Riley",37,"Fire fighter","London",7,6,"OUT","Raised Venison and Pigeon Pie","Strawberry Charlotte Russe"
"604",6,"Tamal","Ray",29,"Trainee anaesthetist","Manchester",7,3,"STAR BAKER","Middle Eastern Game Pie","Spiced Blackberry, Raspberry and Cardamom Charlotte Russe"
"605",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire",7,NA,NA,NA,NA
"606",6,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire",7,NA,NA,NA,NA
"607",6,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire",7,NA,NA,NA,NA
"608",6,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire",7,NA,NA,NA,NA
"609",6,"Stu","Henshall",35,"Professional musician","Guildford, Surrey",7,NA,NA,NA,NA
"610",6,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania",7,NA,NA,NA,NA
"611",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross",8,3,"IN","Peach & Lemon Thyme and Smoked Almond & Butterscotch Cream Horns","Lime & Basil and Coconut & White Chocolate Religieuse à l'ancienne"
"612",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire",8,2,"IN","Mont Blanc & Black Forest Gâteau Horns","Nun with Hidden Passions"
"613",6,"Tamal","Ray",29,"Trainee anaesthetist","Manchester",8,4,"IN","Lime & Mascarpone and Malt Cream Horns","Passionfruit & Mango and Pistachio & Raspberry Religieuse à l'ancienne"
"614",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales",8,5,"OUT","Café Tipple & Banana Crunch-away Horns","Religieuse à l'ancienne"
"615",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton",8,1,"STAR BAKER","Rose Pistachio and Mocha Hazelnut Horns","Bubble Gum and Peppermint Cream Religieuse à l'ancienne"
"616",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire",8,NA,NA,NA,NA
"617",6,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire",8,NA,NA,NA,NA
"618",6,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire",8,NA,NA,NA,NA
"619",6,"Mat","Riley",37,"Fire fighter","London",8,NA,NA,NA,NA
"620",6,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire",8,NA,NA,NA,NA
"621",6,"Stu","Henshall",35,"Professional musician","Guildford, Surrey",8,NA,NA,NA,NA
"622",6,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania",8,NA,NA,NA,NA
"623",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire",9,3,"IN","Chocolate and Bay Tart","Chocolate Well"
"624",6,"Tamal","Ray",29,"Trainee anaesthetist","Manchester",9,2,"IN","Chocolate New York Pie","Chocolate Bell Tower"
"625",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross",9,1,"OUT","Passion Fruit and Chocolate Tart","Cocoa Carousel"
"626",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton",9,4,"STAR BAKER","Peanut Salted Caramel and Chocolate Tart","Peacock in Nan's Door"
"627",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire",9,NA,NA,NA,NA
"628",6,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire",9,NA,NA,NA,NA
"629",6,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire",9,NA,NA,NA,NA
"630",6,"Mat","Riley",37,"Fire fighter","London",9,NA,NA,NA,NA
"631",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales",9,NA,NA,NA,NA
"632",6,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire",9,NA,NA,NA,NA
"633",6,"Stu","Henshall",35,"Professional musician","Guildford, Surrey",9,NA,NA,NA,NA
"634",6,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania",9,NA,NA,NA,NA
"635",6,"Ian","Cumming",41,"Travel photographer","Great Wilbraham, Cambridgeshire",10,2,"Runner-up","Elderflower and Lemon & Spiced Buns","Colossal Curvy Carrot Cake"
"636",6,"Tamal","Ray",29,"Trainee anaesthetist","Manchester",10,3,"Runner-up","Cinnamon and Apple & Toffee and Marmalade Iced Buns","Sticky Toffee Pudding Cake"
"637",6,"Nadiya","Hussain",30,"Full-time mother","Leeds / Luton",10,1,"WINNER","Cardamom and Almond Buns & Nutmeg and Sour Cherry Fingers","My Big Fat British Wedding Cake"
"638",6,"Alvin","Magallanes",37,"Nurse","Bracknell, Berkshire",10,NA,NA,NA,NA
"639",6,"Dorret","Conway",53,"Accountant","Penwortham, Lancashire",10,NA,NA,NA,NA
"640",6,"Flora","Shedden",19,"Art gallery assistant","Dunkeld, Perth and Kinross",10,NA,NA,NA,NA
"641",6,"Marie","Campbell",66,"Retired","Auchterarder, Perthshire",10,NA,NA,NA,NA
"642",6,"Mat","Riley",37,"Fire fighter","London",10,NA,NA,NA,NA
"643",6,"Paul","Jagger",49,"Prison governor","Swansea, Wales",10,NA,NA,NA,NA
"644",6,"Sandy","Docherty",49,"Child welfare officer","Yeadon, West Yorkshire",10,NA,NA,NA,NA
"645",6,"Stu","Henshall",35,"Professional musician","Guildford, Surrey",10,NA,NA,NA,NA
"646",6,"Ugnė","Bubnaityte",32,"PA and administrator","Woodford, London / Vilkaviškis, Lithuania",10,NA,NA,NA,NA
"647",7,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down",1,12,"IN","Lemon and Rosemary Drizzle Cake","'Ultimate Indulgence' Mirror Glaze Cake"
"648",7,"Benjamina","Ebuehi",23,"Teaching assistant","South London",1,6,"IN","Pistachio, Cardamom and Lemon Drizzle Cake","White Chocolate Mirror Glaze with Salted Praline Buttercream"
"649",7,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire",1,5,"IN","Raspberry and Rhubarb Drizzle Custard Bundt Cake","Mirror Mirror On The Wall, Who Is The Shiniest Cake Of Them All?"
"650",7,"Kate","Barmby",37,"Nurse","Brooke, Norfolk",1,4,"IN","Berry Best Apple and Bramble Drizzle Cake","One Swallow Does Not Make A Summer Cake"
"651",7,"Louise","Williams",46,"Hairdresser","Cardiff",1,9,"IN","Orange Liqueur and Lemonade Drizzle Cake","White Chocolate Trifle Mirror Glaze Cake"
"652",7,"Michael","Georgiou",20,"Student","Durham",1,3,"IN","Lime, Ginger and Honey Drizzle Cake","Matcha Tea Chocolate Mirror Glaze"
"653",7,"Rav","Bansal",28,"Student support","Erith",1,8,"IN","Ginger Spice Yuzu Drizzle Cake","Colombian Mocha Mirror Glaze Cake"
"654",7,"Selasi","Gbormittah",30,"Client service associate","London",1,1,"IN","Citrus and Spice Drizzle Cake","Raspberry, Sloe and White Chocolate Mirror Glaze Cake"
"655",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale",1,2,"IN","G&T Drizzle Cake","Black Forest Broken Mirror"
"656",7,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",1,10,"IN","Mum's Orange and Lemon Drizzle","Chocolate Sponge with Four Fruit Frosting"
"657",7,"Lee","Banfield",67,"Pastor","Bolton",1,11,"OUT","St. Clements Orange and Lemon Drizzle Cake","Strawberry Surprise Mirror Cake"
"658",7,"Jane","Beedle",61,"Garden designer","Beckenham",1,7,"STAR BAKER","Lemon and Poppy Seed Drizzle Cake","Chocolate Orange Mirror Cake"
"659",7,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down",2,4,"IN","Beehive Biscuits","Punting in Cambridge"
"660",7,"Benjamina","Ebuehi",23,"Teaching assistant","South London",2,3,"IN","Bouquet Biscuits","New York, New York"
"661",7,"Jane","Beedle",61,"Garden designer","Beckenham",2,2,"IN","Flower Pot Iced Biscuits","Hastings Old Town Fishing Net Shops and Boat"
"662",7,"Kate","Barmby",37,"Nurse","Brooke, Norfolk",2,1,"IN","""A Biscuit for the Broads""","""I Promise I will do my best"""
"663",7,"Michael","Georgiou",20,"Student","Durham",2,9,"IN","Malt, Chocolate and Orange Iced ""Beer"" Biscuits","Trip to See Santa in Lapland"
"664",7,"Rav","Bansal",28,"Student support","Erith",2,6,"IN","Union Jack Bunting Biscuits","Gingerbread Christmas Fairground"
"665",7,"Selasi","Gbormittah",30,"Client service associate","London",2,11,"IN","""Wheelie Hot Iced Biscuits""","Stained Glass Window Gingerbread Church"
"666",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale",2,7,"IN","Chai Frappelatteccino Biscuits","Tom and Pod's Near Death Experience"
"667",7,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",2,5,"IN","Sunday Treat Iced Ice Cream Cone Biscuits","From Holland to New York via Yorkshire"
"668",7,"Louise","Williams",46,"Hairdresser","Cardiff",2,10,"OUT","Baa Bara Brith Biscuits","Gingerbread Wedding"
"669",7,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire",2,8,"STAR BAKER","Salted Caramel, Chocolate Iced Shiny Hearts","Gingerbread Pub with Sticky Ginger Carpet"
"670",7,"Lee","Banfield",67,"Pastor","Bolton",2,NA,NA,NA,NA
"671",7,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down",3,2,"IN","Chocolate Barmbrack Bread","Braided Harvest Bread Basket"
"672",7,"Benjamina","Ebuehi",23,"Teaching assistant","South London",3,6,"IN","Chocolate, Tahini and Almond Babka","Braided Bread Heart"
"673",7,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire",3,3,"IN","Chocolate, Salted Caramel & Pecan Brittle Brioche Loaf","Italian Light and Dark Rye Twist"
"674",7,"Jane","Beedle",61,"Garden designer","Beckenham",3,9,"IN","Chocolate and Cranberry Couronne","Chorizo and Chilli Flower with Parmesan and Pesto Centre"
"675",7,"Kate","Barmby",37,"Nurse","Brooke, Norfolk",3,8,"IN","Cobbled Loaf","The Corn Maiden"
"676",7,"Rav","Bansal",28,"Student support","Erith",3,10,"IN","Chocolate, Cardamom and Hazelnut Loaf","Three Tier Diwali Bread Centrepiece"
"677",7,"Selasi","Gbormittah",30,"Client service associate","London",3,5,"IN","Chocolate, Orange and Cinnamon Bread","Bedouin Escape Tear and Share Bread"
"678",7,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",3,1,"IN","Double Chocolate Cinnamon Twist Loaf","""And They All Went Into The Ark To Get Out Of The Rain"""
"679",7,"Michael","Georgiou",20,"Student","Durham",3,7,"OUT","Chocolate and Chilli Swirl Plait","Cypriot Dove and Olive Branch Plaited Loaf with Houmous"
"680",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale",3,4,"STAR BAKER","Chocolate Orange and Chilli Swirl Bread","Jörmungandr and Mjölnir"
"681",7,"Lee","Banfield",67,"Pastor","Bolton",3,NA,NA,NA,NA
"682",7,"Louise","Williams",46,"Hairdresser","Cardiff",3,NA,NA,NA,NA
"683",7,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down",4,4,"IN","Yorkshire 'Tapas' Puddings","Churros Window Box"
"684",7,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire",4,2,"IN","Yorkshire Wellingtons","Two-Way Peanut Butter Churros"
"685",7,"Jane","Beedle",61,"Garden designer","Beckenham",4,3,"IN","Meat and Two Veg Yorkshires","Pistachio and White Chocolate Churros"
"686",7,"Rav","Bansal",28,"Student support","Erith",4,9,"IN","Thai Tofu Panang Yorkshires","Three Dip Matcha Pistachio Churros"
"687",7,"Selasi","Gbormittah",30,"Client service associate","London",4,8,"IN","Perfect Sunday Roast Accompaniment","Lemon and Anise Churros"
"688",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale",4,5,"IN","West Yorkshire Fusion Puddings","Fennel Churros Snake In The Grass"
"689",7,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",4,6,"IN","Mum's Chilli Yorkshire Puddings","Orange Chocolate Churros"
"690",7,"Kate","Barmby",37,"Nurse","Brooke, Norfolk",4,7,"OUT","Christmas Dinner Compromise","Hot Cross Bunny Churros"
"691",7,"Benjamina","Ebuehi",23,"Teaching assistant","South London",4,1,"STAR BAKER","Red Onion Chutney, Brie and Bacon Yorkshire Puddings","Tropical Churros"
"692",7,"Lee","Banfield",67,"Pastor","Bolton",4,NA,NA,NA,NA
"693",7,"Louise","Williams",46,"Hairdresser","Cardiff",4,NA,NA,NA,NA
"694",7,"Michael","Georgiou",20,"Student","Durham",4,NA,NA,NA,NA
"695",7,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down",5,6,"IN","Mum and Dad's Breakfast Pastries","Spicy Chorizo Squash Parcels and Baklava Bites"
"696",7,"Benjamina","Ebuehi",23,"Teaching assistant","South London",5,5,"IN","'Good Morning America' Swirls and Peanut Butter and Banana Pinwheels","Plantain and Spinach Samosas and Chai Pear Cups"
"697",7,"Jane","Beedle",61,"Garden designer","Beckenham",5,1,"IN","Orange Pain au Raisins, Raspberry, Chocolate and Almond Danish","Roquefort, Fig and Walnut Parcels and Cherry and Chocolate Cones"
"698",7,"Rav","Bansal",28,"Student support","Erith",5,8,"IN","Cinnamon Swirls and Pecan, Walnut and Maple Plaits","Chinese Style Prawn Filo Tartlets and Spiced White Chocolate and Hazelnut Samosas"
"699",7,"Selasi","Gbormittah",30,"Client service associate","London",5,3,"IN","Rhubarb, Mango and Ginger Plait, and Pineapple and Coconut Pinwheels","Parma Ham, Asparagus and Cheese Filo Cigars and Coffee Cream Filo Cups"
"700",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale",5,4,"IN","Mega Breakfast Bonanzas; Granola Spirals and Wheat Foldovers","Yin and Yang Amuse-bouche"
"701",7,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",5,7,"OUT","Pecan and Maple Syrup Pinwheels and Apple, Sultana and Cinnamon Swirls","Caramelised Red Onion, Goats Cheese Tartlets and Mincemeat and Apple Spiced Parcels"
"702",7,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire",5,2,"STAR BAKER","Danish Pastry Croque Monsieur Kites and Cinnamon Apple, Vanilla Crème Rose Danish","Sausage, Black Pudding and Apple Rounds and Banoffee Whiskey Cups"
"703",7,"Kate","Barmby",37,"Nurse","Brooke, Norfolk",5,NA,NA,NA,NA
"704",7,"Lee","Banfield",67,"Pastor","Bolton",5,NA,NA,NA,NA
"705",7,"Louise","Williams",46,"Hairdresser","Cardiff",5,NA,NA,NA,NA
"706",7,"Michael","Georgiou",20,"Student","Durham",5,NA,NA,NA,NA
"707",7,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down",6,6,"IN","Tangy Lime and Ginger Meringue Pie","Spring Elderflower Trio"
"708",7,"Benjamina","Ebuehi",23,"Teaching assistant","South London",6,2,"IN","Grapefruit and Ginger Meringue Pie","Floral Tea Cake"
"709",7,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire",6,5,"IN","Lime, Coconut and Lemongrass Sugar Meringue Pie","Four Seasons Cake"
"710",7,"Jane","Beedle",61,"Garden designer","Beckenham",6,4,"IN","Lime and Coconut Meringue Pie","Three Tier Orange Cake with a Floral Chocolate Collar"
"711",7,"Selasi","Gbormittah",30,"Client service associate","London",6,7,"IN","Grapefruit, Orange and Mint Meringue Pie","Three Tiered Ombré Floral Cake"
"712",7,"Rav","Bansal",28,"Student support","Erith",6,3,"OUT","Mandarin Margarita Meringue Pie","Blossom Cake"
"713",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale",6,1,"STAR BAKER","Blood Orange Halloween Pumpkin Pie","Floral Tea Cake"
"714",7,"Kate","Barmby",37,"Nurse","Brooke, Norfolk",6,NA,NA,NA,NA
"715",7,"Lee","Banfield",67,"Pastor","Bolton",6,NA,NA,NA,NA
"716",7,"Louise","Williams",46,"Hairdresser","Cardiff",6,NA,NA,NA,NA
"717",7,"Michael","Georgiou",20,"Student","Durham",6,NA,NA,NA,NA
"718",7,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",6,NA,NA,NA,NA
"719",7,"Benjamina","Ebuehi",23,"Teaching assistant","South London",7,3,"IN","Piña Colada Roulade","Apple Crumble Mousse Cake and Chocolate Coffee Mousse Cake"
"720",7,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire",7,2,"IN","Crowd Pleaser Roulade","Blackberry and Raspberry Bubbles and After Dinner Mousse"
"721",7,"Jane","Beedle",61,"Garden designer","Beckenham",7,4,"IN","Chocolate and Hazelnut Roulade","Chocolate, Coffee, and Vanilla Joconde Cakes and Blackcurrant and Vanilla Ombre Mousses"
"722",7,"Selasi","Gbormittah",30,"Client service associate","London",7,6,"IN","Summer Picnic Roulade","Lemon, Strawberry and Passionfruit and Chocolate and Mint Mini Mousse Cakes"
"723",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale",7,5,"OUT","Millionaire's Roulade","Hipster Picnic"
"724",7,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down",7,1,"STAR BAKER","Tropical Holiday Roulade","Childhood Ice Cream Mousse Cakes"
"725",7,"Kate","Barmby",37,"Nurse","Brooke, Norfolk",7,NA,NA,NA,NA
"726",7,"Lee","Banfield",67,"Pastor","Bolton",7,NA,NA,NA,NA
"727",7,"Louise","Williams",46,"Hairdresser","Cardiff",7,NA,NA,NA,NA
"728",7,"Michael","Georgiou",20,"Student","Durham",7,NA,NA,NA,NA
"729",7,"Rav","Bansal",28,"Student support","Erith",7,NA,NA,NA,NA
"730",7,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",7,NA,NA,NA,NA
"731",7,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down",8,2,"IN","Da Vinci Inspired Geared Pies","Jousting Knights Marchpane"
"732",7,"Jane","Beedle",61,"Garden designer","Beckenham",8,5,"IN","Tudor Rose Pies","Swans"
"733",7,"Selasi","Gbormittah",30,"Client service associate","London",8,3,"IN","Bouquet of Flowers","Fruity Tudor Marchpane"
"734",7,"Benjamina","Ebuehi",23,"Teaching assistant","South London",8,4,"OUT","Mexican Adventure","Tudor Garden"
"735",7,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire",8,1,"STAR BAKER","Cheesy Cheeky Fish Pies","Peacock"
"736",7,"Kate","Barmby",37,"Nurse","Brooke, Norfolk",8,NA,NA,NA,NA
"737",7,"Lee","Banfield",67,"Pastor","Bolton",8,NA,NA,NA,NA
"738",7,"Louise","Williams",46,"Hairdresser","Cardiff",8,NA,NA,NA,NA
"739",7,"Michael","Georgiou",20,"Student","Durham",8,NA,NA,NA,NA
"740",7,"Rav","Bansal",28,"Student support","Erith",8,NA,NA,NA,NA
"741",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale",8,NA,NA,NA,NA
"742",7,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",8,NA,NA,NA,NA
"743",7,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire",9,3,"IN","Red Onion, Cambozola and Walnut Palmiers and Mushroom, Streaky Bacon, and Parmesan Palmiers","Chocolate Praline Fondant Fancies and Cherry Bakewell Fondant Fancies"
"744",7,"Jane","Beedle",61,"Garden designer","Beckenham",9,1,"IN","Pesto and Sundried Tomato Palmiers and Goats Cheese, Olive and Parma Ham Palmiers","Pistachio and Raspberry Fondant Fancies and Lemon Curd Surprise Fondant Fancies"
"745",7,"Selasi","Gbormittah",30,"Client service associate","London",9,4,"OUT","Sundried Tomato, Onion, Peppers and Parmesan Palmiers and Salmon, Spinach and Mushroom Palmiers","Lime and Ginger Fondant Fancies and Pink Velvet and Raspberry Prosecco Fondant Fancies"
"746",7,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down",9,2,"STAR BAKER","Cheesy Elephant Ears and Herby Treble Clefs","Philharmonic Fondants"
"747",7,"Benjamina","Ebuehi",23,"Teaching assistant","South London",9,NA,NA,NA,NA
"748",7,"Kate","Barmby",37,"Nurse","Brooke, Norfolk",9,NA,NA,NA,NA
"749",7,"Lee","Banfield",67,"Pastor","Bolton",9,NA,NA,NA,NA
"750",7,"Louise","Williams",46,"Hairdresser","Cardiff",9,NA,NA,NA,NA
"751",7,"Michael","Georgiou",20,"Student","Durham",9,NA,NA,NA,NA
"752",7,"Rav","Bansal",28,"Student support","Erith",9,NA,NA,NA,NA
"753",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale",9,NA,NA,NA,NA
"754",7,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",9,NA,NA,NA,NA
"755",7,"Andrew","Smyth",25,"Aerospace engineer","Derby / Holywood, County Down",10,1,"Runner-up","Crunchy Caramel Cassis Crown","Family and Friends' Favourites Picnic"
"756",7,"Jane","Beedle",61,"Garden designer","Beckenham",10,3,"Runner-up","Red, White and Blue Meringue Crown","Family Favourites Feast"
"757",7,"Candice","Brown",31,"PE teacher","Barton-Le-Clay, Bedfordshire",10,2,"WINNER","Queen Victoria's Mango and Strawberry Crown","Picnic for Pearly Kings and Queens"
"758",7,"Benjamina","Ebuehi",23,"Teaching assistant","South London",10,NA,NA,NA,NA
"759",7,"Kate","Barmby",37,"Nurse","Brooke, Norfolk",10,NA,NA,NA,NA
"760",7,"Lee","Banfield",67,"Pastor","Bolton",10,NA,NA,NA,NA
"761",7,"Louise","Williams",46,"Hairdresser","Cardiff",10,NA,NA,NA,NA
"762",7,"Michael","Georgiou",20,"Student","Durham",10,NA,NA,NA,NA
"763",7,"Rav","Bansal",28,"Student support","Erith",10,NA,NA,NA,NA
"764",7,"Selasi","Gbormittah",30,"Client service associate","London",10,NA,NA,NA,NA
"765",7,"Tom","Gilliford",26,"Project engagement manager","Rochdale",10,NA,NA,NA,NA
"766",7,"Val","Stones",66,"Semi-retired, Substitute teacher","Yeovil",10,NA,NA,NA,NA
"767",8,"Chris","Geiger",50,"Software developer","Bristol",1,12,"IN","Tropical Fresh Fruit Cake","'Raised Pork Pie and Egg Surprise' Cake"
"768",8,"Flo","Atkins",71,"Retired","Merseyside",1,9,"IN","Citrus Layer Cake","'One in a Melon' Cake"
"769",8,"James","Hillery",46,"Banker","Brentwood, Essex",1,2,"IN","Orange, Rhubarb & Ginger Crumble Cake","'Mock-accino and Croissant' Cake"
"770",8,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",1,3,"IN","Courgette and Lemon Cake","'Russian Doll' Cake"
"771",8,"Kate","Lyon",29,"Health and safety inspector","Merseyside",1,1,"IN","Moroccan Strawberry and Rose Cake","'Chocolate Terrarium' Cake"
"772",8,"Liam","Charles",19,"Student","North London",1,8,"IN","Apple and Almond Crumble Maple Loaf","'Stackin' Sunday' Cake"
"773",8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",1,5,"IN","Pineapple and Coconut Sandwich Cake","'Champagne Bottle and Bucket' Cake"
"774",8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",1,11,"IN","Granny Smith Apple and Walnut Cake","'Black Evening Clutch Bag' Cake"
"775",8,"Tom","Hetherington",29,"Architect","Edinburgh",1,7,"IN","Gilded Pear and Cardamom Cake","'Stack of Books' Cake"
"776",8,"Yan","Tsou",46,"Laboratory research scientist","North London",1,4,"IN","Windfall Apple Crumble Cake","'Banana-ramen' Cake"
"777",8,"Peter","Abatan",52,"IT programme manager","Southend, Essex",1,10,"OUT","Coconut Cake","'Bread on a Breadboard' Cake"
"778",8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",1,6,"STAR BAKER","Bonfire Night Cake","'A Baker's Lunch' Cake"
"779",8,"Flo","Atkins",71,"Retired","Merseyside",2,10,"IN","Gin Jam Butties","'Pick My Bones' Game"
"780",8,"James","Hillery",46,"Banker","Brentwood, Essex",2,3,"IN","Rhubarb and Custard Whirls","'Coppit' Game"
"781",8,"Julia","Chernogorova",21,"Aviation Broker","Crawley, West Sussex",2,4,"IN","Middle Eastern Delight Sandwich Biscuits","'A British Baking' Game"
"782",8,"Kate","Lyon",29,"Health and safety inspector","Merseyside",2,8,"IN","Coconut Seashells for a Titanic Afternoon Tea","'Jungle' Game"
"783",8,"Liam","Charles",19,"Student","North London",2,7,"IN","Coffee Malted Pecan Shorties","'Classroom Classics' Game"
"784",8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",2,2,"IN","Lemon Limoncino Sandwich Biscuits","'Snakes and Ladders' Game"
"785",8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",2,9,"IN","Sparkly Chocolate and Marshmallow Fluff Cookies","'Get to School' Game"
"786",8,"Tom","Hetherington",29,"Architect","Edinburgh",2,5,"IN","Coffee and Amaretto Kisses","'Drain Pipes and Ladders' Game"
"787",8,"Yan","Tsou",46,"Laboratory research scientist","North London",2,1,"IN","'Mrs. Marian's PB 'n' B' Biscuits","'Adventures in Bakeland' Game"
"788",8,"Chris","Geiger",50,"Software developer","Bristol",2,11,"OUT","Chocolate Chia Seed Biscuits with Whisky Caramel Filling","'The Great British Sail Off' Game"
"789",8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",2,6,"STAR BAKER","Amarpressi Biscuits","'Check Bake' Game"
"790",8,"Peter","Abatan",52,"IT programme manager","Southend, Essex",2,NA,NA,NA,NA
"791",8,"James","Hillery",46,"Banker","Brentwood, Essex",3,9,"IN","Nordic Teacakes","'Owl in the Woods' Bread Sculpture"
"792",8,"Kate","Lyon",29,"Health and safety inspector","Merseyside",3,10,"IN","Blueberry Buns","'Kraken' Bread Sculpture"
"793",8,"Liam","Charles",19,"Student","North London",3,5,"IN","Jamaican Spiced Teacakes","'Kneadapolitan' Bread Sculpture"
"794",8,"Sophie","Faldo",33,"Former army officer and trainee stuntwoman","West Molesey, Surrey",3,6,"IN","Tagine Teacakes","'Picnic Basket' Bread Sculpture"
"795",8,"Stacey","Hart",42,"Former school teacher","Radlett, Hertfordshire",3,1,"IN","Cranberry and Cinnamon Teacakes","'Ascot Hat' Bread Sculpture"
"796",8,"Steven","Carter-Bailey",34,"Marketer","Watford, Hertfordshire",3,3,"IN","Madras Cocktail Teacakes","'The Bag I Knead' Bread Sculpture"
"797",8,"Tom","Hetherington",29,"Architect","Edinburgh",3,4,"IN","Orange and Cranberry Teacakes","'Pink & Yellow Rose Centrepiece' Bread Sculpture"
